"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Vermont"	"50"	"1999"	"1999"	31	604683	5.1
	"Vermont"	"50"	"2000"	"2000"	37	608827	6.1
	"Vermont"	"50"	"2001"	"2001"	53	612223	8.7
	"Vermont"	"50"	"2002"	"2002"	54	615442	8.8
	"Vermont"	"50"	"2003"	"2003"	73	617858	11.8
	"Vermont"	"50"	"2004"	"2004"	52	619920	8.4
	"Vermont"	"50"	"2005"	"2005"	55	621215	8.9
	"Vermont"	"50"	"2006"	"2006"	83	622892	13.3
	"Vermont"	"50"	"2007"	"2007"	68	623481	10.9
	"Vermont"	"50"	"2008"	"2008"	76	624151	12.2
	"Vermont"	"50"	"2009"	"2009"	57	624817	9.1
	"Vermont"	"50"	"2010"	"2010"	68	625741	10.9
	"Vermont"	"50"	"2011"	"2011"	87	626431	13.9
	"Vermont"	"50"	"2012"	"2012"	81	626011	12.9
	"Vermont"	"50"	"2013"	"2013"	99	626630	15.8
	"Vermont"	"50"	"2014"	"2014"	90	626562	14.4
	"Vermont"	"50"	"2015"	"2015"	111	626042	17.7
	"Vermont"	"50"	"2016"	"2016"	131	624594	21.0
	"Vermont"	"50"	"2017"	"2017"	145	623657	23.2
	"Virginia"	"51"	"1999"	"1999"	391	7000174	5.6
	"Virginia"	"51"	"2000"	"2000"	441	7078515	6.2
	"Virginia"	"51"	"2001"	"2001"	503	7198362	7.0
	"Virginia"	"51"	"2002"	"2002"	527	7286873	7.2
	"Virginia"	"51"	"2003"	"2003"	580	7366977	7.9
	"Virginia"	"51"	"2004"	"2004"	595	7475575	8.0
	"Virginia"	"51"	"2005"	"2005"	617	7577105	8.1
	"Virginia"	"51"	"2006"	"2006"	670	7673725	8.7
	"Virginia"	"51"	"2007"	"2007"	713	7751000	9.2
	"Virginia"	"51"	"2008"	"2008"	730	7833496	9.3
	"Virginia"	"51"	"2009"	"2009"	700	7925937	8.8
	"Virginia"	"51"	"2010"	"2010"	571	8001024	7.1
	"Virginia"	"51"	"2011"	"2011"	817	8096604	10.1
	"Virginia"	"51"	"2012"	"2012"	755	8185867	9.2
	"Virginia"	"51"	"2013"	"2013"	890	8260405	10.8
	"Virginia"	"51"	"2014"	"2014"	1002	8326289	12.0
	"Virginia"	"51"	"2015"	"2015"	1070	8382993	12.8
	"Virginia"	"51"	"2016"	"2016"	1444	8411808	17.2
	"Virginia"	"51"	"2017"	"2017"	1558	8470020	18.4
	"Washington"	"53"	"1999"	"1999"	596	5842564	10.2
	"Washington"	"53"	"2000"	"2000"	599	5894121	10.2
	"Washington"	"53"	"2001"	"2001"	547	5985722	9.1
	"Washington"	"53"	"2002"	"2002"	694	6052349	11.5
	"Washington"	"53"	"2003"	"2003"	752	6104115	12.3
	"Washington"	"53"	"2004"	"2004"	888	6178645	14.4
	"Washington"	"53"	"2005"	"2005"	931	6257305	14.9
	"Washington"	"53"	"2006"	"2006"	970	6370753	15.2
	"Washington"	"53"	"2007"	"2007"	1003	6461587	15.5
	"Washington"	"53"	"2008"	"2008"	1058	6562231	16.1
	"Washington"	"53"	"2009"	"2009"	1031	6667426	15.5
	"Washington"	"53"	"2010"	"2010"	962	6724540	14.3
	"Washington"	"53"	"2011"	"2011"	1050	6830038	15.4
	"Washington"	"53"	"2012"	"2012"	1033	6897012	15.0
	"Washington"	"53"	"2013"	"2013"	1042	6971406	14.9
	"Washington"	"53"	"2014"	"2014"	1058	7061530	15.0
	"Washington"	"53"	"2015"	"2015"	1189	7170351	16.6
	"Washington"	"53"	"2016"	"2016"	1212	7288000	16.6
	"Washington"	"53"	"2017"	"2017"	1309	7405743	17.7
	"West Virginia"	"54"	"1999"	"1999"	80	1811799	4.4
	"West Virginia"	"54"	"2000"	"2000"	122	1808344	6.7
	"West Virginia"	"54"	"2001"	"2001"	217	1801481	12.0
	"West Virginia"	"54"	"2002"	"2002"	237	1805414	13.1
	"West Virginia"	"54"	"2003"	"2003"	279	1812295	15.4
	"West Virginia"	"54"	"2004"	"2004"	347	1816438	19.1
	"West Virginia"	"54"	"2005"	"2005"	197	1820492	10.8
	"West Virginia"	"54"	"2006"	"2006"	378	1827912	20.7
	"West Virginia"	"54"	"2007"	"2007"	405	1834052	22.1
	"West Virginia"	"54"	"2008"	"2008"	468	1840310	25.4
	"West Virginia"	"54"	"2009"	"2009"	235	1847775	12.7
	"West Virginia"	"54"	"2010"	"2010"	520	1852994	28.1
	"West Virginia"	"54"	"2011"	"2011"	645	1855364	34.8
	"West Virginia"	"54"	"2012"	"2012"	576	1855413	31.0
	"West Virginia"	"54"	"2013"	"2013"	583	1854304	31.4
	"West Virginia"	"54"	"2014"	"2014"	646	1850326	34.9
	"West Virginia"	"54"	"2015"	"2015"	750	1844128	40.7
	"West Virginia"	"54"	"2016"	"2016"	912	1831102	49.8
	"West Virginia"	"54"	"2017"	"2017"	1023	1815857	56.3
	"Wisconsin"	"55"	"1999"	"1999"	237	5332666	4.4
	"Wisconsin"	"55"	"2000"	"2000"	278	5363675	5.2
	"Wisconsin"	"55"	"2001"	"2001"	297	5406835	5.5
	"Wisconsin"	"55"	"2002"	"2002"	364	5445162	6.7
	"Wisconsin"	"55"	"2003"	"2003"	433	5479203	7.9
	"Wisconsin"	"55"	"2004"	"2004"	483	5514026	8.8
	"Wisconsin"	"55"	"2005"	"2005"	561	5546166	10.1
	"Wisconsin"	"55"	"2006"	"2006"	642	5577655	11.5
	"Wisconsin"	"55"	"2007"	"2007"	639	5610775	11.4
	"Wisconsin"	"55"	"2008"	"2008"	622	5640996	11.0
	"Wisconsin"	"55"	"2009"	"2009"	641	5669264	11.3
	"Wisconsin"	"55"	"2010"	"2010"	635	5686986	11.2
	"Wisconsin"	"55"	"2011"	"2011"	712	5711767	12.5
	"Wisconsin"	"55"	"2012"	"2012"	714	5726398	12.5
	"Wisconsin"	"55"	"2013"	"2013"	874	5742713	15.2
	"Wisconsin"	"55"	"2014"	"2014"	874	5757564	15.2
	"Wisconsin"	"55"	"2015"	"2015"	894	5771337	15.5
	"Wisconsin"	"55"	"2016"	"2016"	1103	5778708	19.1
	"Wisconsin"	"55"	"2017"	"2017"	1205	5795483	20.8
	"Wyoming"	"56"	"1999"	"1999"	21	491780	4.3
	"Wyoming"	"56"	"2000"	"2000"	27	493782	5.5
	"Wyoming"	"56"	"2001"	"2001"	25	494657	5.1
	"Wyoming"	"56"	"2002"	"2002"	36	500017	7.2
	"Wyoming"	"56"	"2003"	"2003"	37	503453	7.3
	"Wyoming"	"56"	"2004"	"2004"	64	509106	12.6
	"Wyoming"	"56"	"2005"	"2005"	45	514157	8.8
	"Wyoming"	"56"	"2006"	"2006"	64	522667	12.2
	"Wyoming"	"56"	"2007"	"2007"	68	534876	12.7
	"Wyoming"	"56"	"2008"	"2008"	74	546043	13.6
	"Wyoming"	"56"	"2009"	"2009"	63	559851	11.3
	"Wyoming"	"56"	"2010"	"2010"	88	563626	15.6
	"Wyoming"	"56"	"2011"	"2011"	88	568158	15.5
	"Wyoming"	"56"	"2012"	"2012"	99	576412	17.2
	"Wyoming"	"56"	"2013"	"2013"	99	582658	17.0
	"Wyoming"	"56"	"2014"	"2014"	112	584153	19.2
	"Wyoming"	"56"	"2015"	"2015"	99	586107	16.9
	"Wyoming"	"56"	"2016"	"2016"	103	585501	17.6
	"Wyoming"	"56"	"2017"	"2017"	72	579315	12.4
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Drug/Alcohol Induced Causes: Drug-induced causes"
"Group By: State; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Nov 10, 2019 12:55:42 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Nov 10, 2019 12:55:42 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
